Mathias Weske,https://scholar.google.com//citations?hl=en&user=Qc4JtWcAAAAJ,"Professor of Computer Science, Hasso Plattner Institute, University of Potsdam",18445,"['Business Process Management', 'Information Systems', 'Computer Science', 'Conceptual Modeling']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_science', '/citations?hl=en&view_op=search_authors&mauthors=label:conceptual_modeling']"
"Richard J. Boland, Jr.",https://scholar.google.com//citations?hl=en&user=VGFsdcAAAAAJ,"CWRU, Professor of Design and Innovation",18407,"['Information Systems', 'Design', 'Implementation', 'systems philosophy', 'qualitative studies']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:design', '/citations?hl=en&view_op=search_authors&mauthors=label:implementation', '/citations?hl=en&view_op=search_authors&mauthors=label:systems_philosophy', '/citations?hl=en&view_op=search_authors&mauthors=label:qualitative_studies']"
CM Chiu,https://scholar.google.com//citations?hl=en&user=pSWPppkAAAAJ,"National Sun Yat-sen University, Department of Information Management",17799,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Keng-Boon Ooi,https://scholar.google.com//citations?hl=en&user=9teKQ7EAAAAJ,"Professor of Industrial Management & Information  Systems, UCSI University",17419,"['Information Systems', 'Industrial Management', 'Quality Management', 'Mobile Technology', 'Technology Adoption']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:industrial_management', '/citations?hl=en&view_op=search_authors&mauthors=label:quality_management', '/citations?hl=en&view_op=search_authors&mauthors=label:mobile_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_adoption']"
Peter Keen,https://scholar.google.com//citations?hl=en&user=99dxJ_UAAAAJ,"Professor, Harvard Business School",17310,"['Business Strategy', 'Information Systems', 'Business Innovation']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_strategy', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_innovation']"
Prof. Paul Benjamin Lowry,https://scholar.google.com//citations?hl=en&user=oSJyJEsAAAAJ,Virginia Tech,17259,"['behavioral and organizational information\xa0…', 'policy compliance', 'HCI', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:behavioral_and_organizational_information_security', '/citations?hl=en&view_op=search_authors&mauthors=label:policy_compliance', '/citations?hl=en&view_op=search_authors&mauthors=label:hci', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Joe Peppard,https://scholar.google.com//citations?hl=en&user=bJoq2dEAAAAJ,MIT Sloan School of Management,17197,"['Information Systems', 'Innovation', 'Information Technology', 'Strategy']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:strategy']"
Harry Scarbrough,https://scholar.google.com//citations?hl=en&user=nuTTfvYAAAAJ,"Professor, Cass Business School, City University, UK",17082,"['Innovation', 'organizational behaviour', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:organizational_behaviour', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Leslie L. Roos,https://scholar.google.com//citations?hl=en&user=chIdXcAAAAAJ,"Distinguished Professor, University of Manitoba",17082,"['healths services research', 'information systems', 'public health', 'education']","['/citations?hl=en&view_op=search_authors&mauthors=label:healths_services_research', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:public_health', '/citations?hl=en&view_op=search_authors&mauthors=label:education']"
Bernard CY Tan,https://scholar.google.com//citations?hl=en&user=XPYhxGYAAAAJ,"Professor of Information Systems, National University of Singapore",17081,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Shirley Gregor,https://scholar.google.com//citations?hl=en&user=vvIYnBIAAAAJ,Australian National University,16328,"['information systems', 'decision support', 'philosophy of technology', 'adoption of technology', 'innovation']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:decision_support', '/citations?hl=en&view_op=search_authors&mauthors=label:philosophy_of_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:adoption_of_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:innovation']"
Abdul Kadir,https://scholar.google.com//citations?hl=en&user=AusNQ7MAAAAJ,Information Technology Researcher,16237,"['Image Processing', 'Pattern Recognition', 'Data Mining', 'Database', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:image_processing', '/citations?hl=en&view_op=search_authors&mauthors=label:pattern_recognition', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:database', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Chris W Clegg,https://scholar.google.com//citations?hl=en&user=254CeVQAAAAJ,Professor of Organizational Psychology,16222,"['Organisational behaviour', 'Information Technolgy', 'Information Systems', 'Simulation', 'Systems Theory']","['/citations?hl=en&view_op=search_authors&mauthors=label:organisational_behaviour', '/citations?hl=en&view_op=search_authors&mauthors=label:information_technolgy', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:simulation', '/citations?hl=en&view_op=search_authors&mauthors=label:systems_theory']"
Binshan Lin,https://scholar.google.com//citations?hl=en&user=yLAnvFYAAAAJ,Louisiana State University Shreveport,16060,"['Information Systems', 'Operations Management', 'Supply Chian', 'Data Analytics', 'Machine Learning']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:operations_management', '/citations?hl=en&view_op=search_authors&mauthors=label:supply_chian', '/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning']"
Merrill Warkentin,https://scholar.google.com//citations?hl=en&user=xEkLk5YAAAAJ,"James J. Rouse Endowed Professor of Information Systems, Mississippi State University",16049,"['information systems', 'behavioral information security', 'cybersecurity', 'insider abuse', 'insider threat']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:behavioral_information_security', '/citations?hl=en&view_op=search_authors&mauthors=label:cybersecurity', '/citations?hl=en&view_op=search_authors&mauthors=label:insider_abuse', '/citations?hl=en&view_op=search_authors&mauthors=label:insider_threat']"
Geoff Parker,https://scholar.google.com//citations?hl=en&user=He__Th0AAAAJ,"Professor, Thayer School of Engineering, Dartmouth College",15659,"['information systems', 'platforms', 'two-sided markets', 'distributed energy resources', 'outsourcing']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:platforms', '/citations?hl=en&view_op=search_authors&mauthors=label:two_sided_markets', '/citations?hl=en&view_op=search_authors&mauthors=label:distributed_energy_resources', '/citations?hl=en&view_op=search_authors&mauthors=label:outsourcing']"
Louis Raymond,https://scholar.google.com//citations?hl=en&user=7RF41LIAAAAJ,"Professor Emeritus, Université du Québec à Trois-Rivières",15648,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Jan Recker,https://scholar.google.com//citations?hl=en&user=HQcik5oAAAAJ,"Nucleus Professor for Information Systems and Digital Innovation, University of Hamburg",15524,"['Information Systems', 'Digital Innovation', 'Green IS', 'Conceptual Modeling', 'Business Process Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:green_is', '/citations?hl=en&view_op=search_authors&mauthors=label:conceptual_modeling', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management']"
Veda C. Storey,https://scholar.google.com//citations?hl=en&user=ceoHVysAAAAJ,Georgia State University,15279,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
YaoBin Lu（鲁耀斌）,https://scholar.google.com//citations?hl=en&user=9fs2FYgAAAAJ,"Professor,Huazhong University of Science & Technology",14895,"['information systems', 'e-commerce', 'service science', 'social media', 'trust']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:service_science', '/citations?hl=en&view_op=search_authors&mauthors=label:social_media', '/citations?hl=en&view_op=search_authors&mauthors=label:trust']"
Peter B. Seddon,https://scholar.google.com//citations?hl=en&user=XzFZeTgAAAAJ,"Honorary Professor, Computing and Information Systems, The University of Melbourne",14786,"['IS success', 'enterprise systems', 'strategic decision making', 'business analytics', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:is_success', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:strategic_decision_making', '/citations?hl=en&view_op=search_authors&mauthors=label:business_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Allen S. Lee,https://scholar.google.com//citations?hl=en&user=knHkskQAAAAJ,"Professor Emeritus of Information Systems, Virginia Commonwealth University",14502,"['information systems', 'qualitative research', 'case studies', 'interpretivism', 'positivism']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:qualitative_research', '/citations?hl=en&view_op=search_authors&mauthors=label:case_studies', '/citations?hl=en&view_op=search_authors&mauthors=label:interpretivism', '/citations?hl=en&view_op=search_authors&mauthors=label:positivism']"
Ron Weber,https://scholar.google.com//citations?hl=en&user=FOPOv3YAAAAJ,"Emeritus Professor, Monash University; Emeritus Professor, The University of Queensland",14213,"['Conceptual modeling', 'Ontology', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:conceptual_modeling', '/citations?hl=en&view_op=search_authors&mauthors=label:ontology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Pekka Abrahamsson,https://scholar.google.com//citations?hl=en&user=A-CX3y4AAAAJ,Professor of information systems and Software Engineering at University of Jyväskylä …,14202,"['Software Engineering', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Huigang Liang,https://scholar.google.com//citations?hl=en&user=hxUrylgAAAAJ,"Professor and FedEx Chair of Excellence, University of Memphis",13928,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
"Hillol Bala, Ph.D.",https://scholar.google.com//citations?hl=en&user=C_sMR9YAAAAJ,"Kelley School of Business, Indiana University, Bloomington",13900,"['Information systems', 'IT-driven changes', 'process and service management', 'enterprise social media', 'IT in healthcare']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:it_driven_changes', '/citations?hl=en&view_op=search_authors&mauthors=label:process_and_service_management', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_social_media', '/citations?hl=en&view_op=search_authors&mauthors=label:it_in_healthcare']"
Marcello La Rosa,https://scholar.google.com//citations?hl=en&user=RTrK8csAAAAJ,"School of Computing and Information Systems, University of Melbourne",13762,"['Process Mining', 'Business Process Management', 'Information Systems', 'Business Intelligence', 'bpm@unimelb']","['/citations?hl=en&view_op=search_authors&mauthors=label:process_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:bpm_unimelb']"
Steven Alter,https://scholar.google.com//citations?hl=en&user=CF3vsx4AAAAJ,,13424,"['work systems', 'information systems', 'service systems', 'system development', 'system implementation']","['/citations?hl=en&view_op=search_authors&mauthors=label:work_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:service_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:system_development', '/citations?hl=en&view_op=search_authors&mauthors=label:system_implementation']"
Ping Zhang,https://scholar.google.com//citations?hl=en&user=eJdWwFwAAAAJ,Syracuse University,13412,"['information systems', 'human-computer interaction', 'user experience']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:human_computer_interaction', '/citations?hl=en&view_op=search_authors&mauthors=label:user_experience']"
Jan Vanthienen,https://scholar.google.com//citations?hl=en&user=9XduCpwAAAAJ,KU Leuven,13382,"['information systems', 'decision analytics', 'decision modeling']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:decision_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:decision_modeling']"
Claudio U. Ciborra,https://scholar.google.com//citations?hl=en&user=tELhiy8AAAAJ,"Prof., Uni Trento IT, Theseus - Sophia Antipolis FR, LSE UK",13247,"['Information Systems', 'Organisational Theory', 'Gestell']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:organisational_theory', '/citations?hl=en&view_op=search_authors&mauthors=label:gestell']"
Jayesh Prasad,https://scholar.google.com//citations?hl=en&user=tLnfeesAAAAJ,University of Dayton,13166,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
E. Burton Swanson,https://scholar.google.com//citations?hl=en&user=RRvTPq4AAAAJ,"Research Professor, UCLA Anderson School",13076,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Markus Krötzsch,https://scholar.google.com//citations?hl=en&user=liyiW70AAAAJ,Technische Universität Dresden,13002,"['Artificial Intelligence', 'Information Systems', 'Knowledge Representation', 'Semantic Web']","['/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_representation', '/citations?hl=en&view_op=search_authors&mauthors=label:semantic_web']"
